scenario,polarity-tense,2.5%,25%,50%,75%,97.5%,mean,sd
paramedic:hate,negative-past,-1.337516571005858,-0.9315307037062801,-0.72420890199609,-0.5177647946491797,-0.11039713348080027,-0.7243247531947318,0.31131038402966216
paramedic:hate,negative-future,-1.02981957249142,-0.6753553647894,-0.48712502262627,-0.30030519460948013,0.08091428731631001,-0.48545909757526823,0.2821344634343707
pharmacist:notify,positive-past,1.2432222613584598,1.4745700972580702,1.59691054430794,1.72090144006713,1.97318877724011,1.5991093263374305,0.184908473287751
pharmacist:notify,positive-future,0.8945910161444399,1.2720306474675342,1.474504321566084,1.6824876371989521,2.097398025262546,1.4796761506235772,0.3074627126008235
pharmacist:notify,negative-past,0.06286334566857987,0.44921233418813,0.647840354924411,0.8436184351355,1.230778276560417,0.6469596384090593,0.29603886689253306
pharmacist:notify,negative-future,0.4114495107251599,0.7649506490697778,0.9474636751818579,1.130099082295723,1.4893497935236362,0.9483652655826385,0.27308025200181457
pilot:mislead,positive-past,1.76165925541676,1.9796560738408,2.10157550398747,2.22536638632592,2.46761681117576,2.1048779914828186,0.18049769315100198
pilot:mislead,positive-future,-0.15688641029551054,0.2578812367709198,0.4809656128627202,0.70783767499686,1.146007066864488,0.48472364943160234,0.3330021661815785
pilot:mislead,negative-past,0.4120590575162799,0.8159616873604998,1.02831706753761,1.239033315439851,1.6458053395727708,1.0275831445320183,0.31393876389887304
pilot:mislead,negative-future,0.5751288756073802,0.9142822814896598,1.09235819255067,1.2765364807372959,1.629616678381011,1.0962259818257585,0.269952439634263
politician:wish,positive-past,-2.52044395439808,-2.29890732631179,-2.18387659982081,-2.07515304277316,-1.8659738745100098,-2.187717953362657,0.1668355102170702
politician:wish,positive-future,-1.622766868841897,-1.2238659882765273,-1.00113047415004,-0.7751697583032999,-0.3231452523113101,-0.9947643933662081,0.33073042255479174
politician:wish,negative-past,-0.8711030107278099,-0.4541264693274598,-0.24534764736094994,-0.03608168709746984,0.34293426683555017,-0.24820716412750457,0.31141415447228576
politician:wish,negative-future,-1.0676682646765547,-0.694129598588,-0.5058986286125005,-0.31765384035761035,0.034976591274580304,-0.5069630657414828,0.279130894715345
priest:love,positive-past,1.50786854812558,1.7343955582486201,1.85577090753356,1.98003683994535,2.2292263843876805,1.8591430511026066,0.18353722086766136
priest:love,positive-future,-0.5590123904549098,-0.1485996424429401,0.07573222460088025,0.3109031977285497,0.7736689063711801,0.0840409671433646,0.3407767708616836
priest:love,negative-past,-0.024372820387579708,0.3590023372463702,0.5598746792180502,0.7567853963779729,1.1180712754775242,0.5562966868192704,0.2915278153308733
priest:love,negative-future,0.029868853317249755,0.38798334846081994,0.56978617866221,0.7506217488545202,1.104868009418388,0.5692946676581286,0.2724951800742322
professor:think,positive-past,1.25718329346817,1.4931055275556897,1.61731463477065,1.74486359124841,2.00440304318484,1.619994414590675,0.18912226425001114
professor:think,positive-future,0.39409383754489014,0.7726741735533058,0.984662510551328,1.19881133512771,1.6258681556137222,0.9902723123379821,0.3162062880628582
professor:think,negative-past,0.901390761916503,1.260647021906844,1.451019920114411,1.6461078769029198,2.0358588897000054,1.454936599799772,0.28833109280421604
professor:think,negative-future,0.7825183722411009,1.1300118730513509,1.311959744932837,1.491486944145858,1.855707601452809,1.3128139479681997,0.27311920685478003
programmer:doubt,positive-past,1.7605582580755401,1.9767745710618,2.0934894426567503,2.21550819253209,2.45563913899291,2.0977172385712444,0.17666431934868368
programmer:doubt,positive-future,0.18514525054010011,0.59713940698806,0.81322133458431,1.03183316906356,1.455489641278371,0.8145264554852947,0.3245180299279489
programmer:doubt,negative-past,0.5913741586281502,0.9756369530781609,1.1750763307238725,1.380909003680015,1.7814886363032219,1.1787211482612923,0.30158755738348836
programmer:doubt,negative-future,0.61971158525402,0.9600005307686006,1.1398027440244056,1.3173996200579767,1.673291303439578,1.1415328947402863,0.26806136710677325
publisher:doubt,positive-past,1.80037817054551,2.0237954434669,2.14480529753185,2.27075722225302,2.51861283262229,2.1492428518711204,0.18305163268397573
publisher:doubt,positive-future,0.93326943002636,1.336943103247779,1.5525651145188957,1.770574257461559,2.209998589314135,1.5554426755104345,0.324727360564546
